8.623727074501389422e-01,-6.202306296522039020e+00,9.694106897182590998e+00,-6.704987866414447772e+00,-1.538620973287193827e+01,2.646825719459721338e+00
8.841471152637000452e-01,-6.726562435280607488e+00,1.200053359626170923e+01,-8.130351971906643271e+00,-1.676096492179567576e+01,1.221886494829607983e+00
-8.013823312706329638e-01,-6.391204838734369176e+00,1.004906868224392369e+01,-7.735045635579814949e+00,-1.504676393255014233e+01,2.818904818610631580e+00
9.688055285415997364e-01,-6.012049168596345083e+00,9.433405744336685217e+00,-6.215935295399631855e+00,-1.829489860280489211e+01,4.195300967947172666e+00
1.232392473769099661e+00,-6.478609602893300234e+00,1.250011710513966179e+01,-6.600524747772270828e+00,-1.724909183217481612e+01,2.782645307816790314e+00
9.066864350240628756e-01,-2.507793459827308613e+00,1.214229372664407158e+01,-8.789520211089671520e+00,-1.763022741310676622e+01,1.975691664989428498e+00
9.132261346621010079e-01,-6.567349929045786183e+00,1.033702436213487807e+01,-8.734701455791455516e+00,-1.700209975751676694e+01,2.944706972115380683e+00
1.077355352061853289e+00,-6.226495727711893302e+00,1.119936384402240215e+01,-6.106737350990570690e+00,-1.815849945220915984e+01,3.334842152780783664e+00
-1.094334368469220609e+00,-6.377385235250438988e+00,1.038882814741280569e+01,-7.576330863243581071e+00,-1.761889159793183168e+01,2.907803295920266429e+00
9.302748719884494921e-01,-6.285570556913925522e+00,9.836619501456583592e+00,-7.443610745462484246e+00,-1.741056687862149843e+01,3.460069871830083965e+00
8.580862534538694630e-01,-6.289993049679108772e+00,1.092732006603627859e+01,-6.122043876859495803e+00,-1.539265287323189213e+01,1.566420596209388227e+00
1.082696310927394601e+00,-6.408125848066286601e+00,1.049203514336172560e+01,-7.722563357044950116e+00,-1.640985964688134757e+01,3.544450531391437842e+00
1.123788657972692118e+00,-6.596290187988611109e+00,1.177555274037518807e+01,-8.148310624370600053e+00,-1.643970632115268771e+01,4.089109823681797984e+00
8.930467093380936028e-01,-6.510818696100534098e+00,1.083234358780656414e+01,-8.044367530256220533e+00,-1.708734676324803559e+01,3.006071337941378374e+00
9.492183249090763164e-01,-6.296241563884359849e+00,9.732063918210632991e+00,-7.707092250447460380e+00,-1.783066437304436747e+01,3.859826512391983488e+00
1.248180699443660835e+00,-6.443706427972103690e+00,1.115299333558280459e+01,-7.521173864944378451e+00,-1.596116792916186000e+01,3.823243313747666683e+00
